id,section_data_set_id,structure_id,sum_pixels,sum_expressing_pixels,sum_pixel_intensity,sum_expressing_pixel_intensity,expression_density,expression_energy,voxel_energy_mean,voxel_energy_cv,entrez_id
430721303,70723357,651,1312980,882.109,63146900,117623,0.000671838,0.089585,0.0918567,1.25015,11553
260046402,77674692,651,3007330,1899.34,66556000,196706,0.000631568,0.0654088,0.0654088,0.601204,11554
260253938,77674696,651,2377890,5712.26,68682200,645616,0.00240224,0.271508,0.271508,0.786859,11554
260258458,77674694,651,2937400,3205.47,69591600,381702,0.00109126,0.129946,0.129946,1.40657,11554
260261708,77674690,651,2937400,12082.2,73686000,1364170,0.00411325,0.464414,0.464414,1.2126,11554
260907965,78213582,651,2692610,1470.37,58807600,145466,0.000546076,0.0540241,0.0540241,0.899422,11554
260908227,78213593,651,3182180,599.705,70847500,67580.2,0.000188457,0.0212371,0.0212371,0.975671,11554
260977404,78213595,651,2692610,1189.74,69441500,124235,0.000441852,0.0461392,0.0461392,0.792147,11554
260982746,78213606,651,3182180,1043.74,71799100,119174,0.000327994,0.0374503,0.0374503,2.08389,11554
260997372,78213620,651,3182180,1227.44,82003800,132483,0.000385722,0.0416329,0.0416329,0.837842,11554
262061951,80206813,651,1608570,77.3491,33797900,9251.1,4.81E-05,0.00575112,0.00575112,1.46759,11554
262071760,80206808,651,3182180,1146.14,77650000,125271,0.000360173,0.0393664,0.0393664,0.458031,11554
457512791,77340494,651,2044910,2785.73,60257000,308311,0.00136228,0.15077,0.139296,0.79318,11554
460336696,80472045,651,1075200,270.386,27048400,30418.6,0.000251475,0.0282911,0.0305794,0.742447,11554
411484362,68744522,651,1429790,6657.84,75237400,837511,0.0046565,0.585757,0.585468,0.804252,11555
405187073,641513,651,1289700,168.778,38190700,24050,0.000130866,0.0186478,0.0185885,2.31294,11564
438214101,71608530,651,1206140,45850.5,79631700,6660720,0.0380143,5.52234,5.58755,0.445455,11565
442214897,72104185,651,2546630,156142,143269000,22185000,0.0613131,8.71149,8.6818,0.219531,11565
456172315,76003369,651,952349,8124.45,24248700,977376,0.00853096,1.02628,1.04549,0.606584,11566
442847135,72340234,651,2369160,18294.6,95667800,2460430,0.00772199,1.03852,1.023,0.880382,11567
462248635,100144934,651,1398750,11506.3,34802400,1536840,0.00822614,1.09872,1.09872,1.83267,11567
419049061,69524398,651,1130910,4080.35,63879300,574347,0.00360802,0.507861,0.484361,1.19071,11568
408880497,68442859,651,1398760,61409,74185200,8541940,0.0439025,6.10679,6.10679,0.506842,11569
408174602,68301921,651,1447870,414.999,56873300,50061,0.000286627,0.0345756,0.0342158,1.60247,11571
405997972,67815965,651,1223920,109.931,49945500,14406.8,8.98E-05,0.0117711,0.0117711,2.20793,11572
419046916,69524431,651,1398760,70.3749,43534900,9593.95,5.03E-05,0.00685889,0.00685889,1.42102,11576
461971034,100144170,651,1306790,1960.62,29773500,207156,0.00150033,0.158523,0.157998,0.937014,11593
419045651,69524437,651,1275320,7348.61,40284900,923548,0.00576216,0.724169,0.720227,1.00591,11595
442373592,72128777,651,2587710,9505.05,116593000,1340280,0.00367316,0.517939,0.51794,1.13863,11595
458512917,77869840,651,1998120,5195.16,52769600,641393,0.00260002,0.320998,0.323491,0.730138,11595
455739240,75988242,651,1207780,2797.46,37552000,316325,0.00231619,0.261905,0.262704,0.540234,11596
419084949,69526629,651,1153980,596.255,61089900,76574.3,0.000516696,0.0663569,0.0663569,1.46859,11600
410422005,68633002,651,1859770,1682.19,69011700,209058,0.000904513,0.112411,0.114811,1.43898,11601
443003872,72471743,651,1223920,1763.84,54071700,235732,0.00144115,0.192605,0.192605,1.44532,11602
419121746,69524449,651,1405470,13480,55820700,1708960,0.00959109,1.21594,1.18586,0.46128,11603
446534794,73925722,651,2238250,111783,132390000,16350900,0.0499421,7.30522,7.22491,0.256697,11603
139834453,100081918,651,1157460,40.0364,33156000,6062.56,3.46E-05,0.00523782,0.00527335,1.38507,11604
143744187,100084601,651,1468700,44.6387,46181700,6416.64,3.04E-05,0.00436893,0.00436893,0.760461,11604
419083044,69524455,651,1251510,85.7156,39315700,10578.4,6.85E-05,0.0084525,0.00918056,1.86205,11604
464054767,72283799,651,2396100,1811.62,103501000,270972,0.000756068,0.113089,0.131498,1.90923,11604
439411285,71723943,651,1284320,1380.11,53797300,201471,0.00107458,0.156869,0.163029,1.64592,11605
398281706,87,651,2587710,8597.29,56338100,1015360,0.00332236,0.39238,0.39238,0.780288,11606
398282036,88,651,2098140,34235.5,71236800,4285200,0.0163171,2.04238,2.04238,0.713272,11606
188168795,77069617,651,1783420,16431.3,49009900,2014100,0.00921337,1.12935,1.12935,0.460132,11607
189025495,77698661,651,1293850,14027.8,35541500,1742670,0.0108418,1.34689,1.34689,0.424784,11607
